ID,model,engine_power,age_in_days,km,previous_owners,lat,lon,price
410,lounge,51,670,16000,1,44.5520286560059,7.72581005096436,10450
411,lounge,51,578,32057,1,40.8213996887207,14.1223802566528,9600
412,lounge,51,1521,19446,1,45.5961494445801,8.91580963134766,10600
413,sport,51,3439,147448,1,45.320011138916,10.5785903930664,4990
414,lounge,51,1096,15000,1,44.998950958252,9.10342979431152,9490
415,lounge,51,731,33665,1,41.8029899597168,12.5989303588867,9980
416,lounge,51,397,13988,1,45.3543891906738,11.8692598342896,10500
417,lounge,51,456,18400,1,44.0631294250488,12.4470100402832,10900
418,lounge,51,670,18560,1,45.8127517700195,9.22414016723633,10300
419,lounge,51,397,16218,1,45.5125694274902,10.3290100097656,10850
420,lounge,51,790,40298,1,43.7823715209961,11.2549896240234,9450
421,lounge,51,366,15000,1,44.2943000793457,9.67444038391113,10500
422,lounge,51,456,19900,1,44.0631294250488,12.4470100402832,10900
423,lounge,51,1127,13000,1,45.7646484375,8.99450016021729,9500
424,lounge,51,578,32057,1,38.1220703125,13.361120223999,9600
425,lounge,51,1521,21381,1,45.5961494445801,8.91580963134766,10600
426,lounge,51,790,17708,1,41.9032211303711,12.4956502914429,8100
427,lounge,51,701,18000,1,44.998950958252,9.10342979431152,10590
428,lounge,51,731,33665,1,41.8029899597168,12.5989303588867,9980
429,lounge,51,4383,125000,1,40.8358116149902,14.5044097900391,4690
430,lounge,51,456,17600,1,44.0631294250488,12.4470100402832,10900
431,pop,51,2374,110000,1,44.6955909729004,10.6412496566772,6599
432,lounge,51,2527,95000,1,36.8558387756348,14.7604703903198,7500
433,lounge,51,397,15075,1,45.5125694274902,10.3290100097656,10850
434,lounge,51,790,45381,1,43.7823715209961,11.2549896240234,9450
435,pop,51,762,18600,1,41.299560546875,13.0325899124146,10600
436,lounge,51,456,10500,1,44.0631294250488,12.4470100402832,10900
437,lounge,51,2527,114000,1,45.5120506286621,10.4270095825195,7950
438,lounge,51,578,32057,1,45.0067405700684,8.92418956756592,9600
439,lounge,51,790,15478,1,45.0696792602539,7.70491981506348,9900
440,lounge,51,1858,81042,1,40.7482414245605,14.5283498764038,8990
441,sport,74,4322,170000,1,45.5581207275391,9.21360969543457,4900
442,lounge,51,762,36448,1,45.5712203979492,9.15913963317871,8980
443,lounge,51,3347,72000,1,45.7832489013672,12.4881200790405,6900
444,lounge,51,456,24500,1,44.0631294250488,12.4470100402832,10900
445,lounge,51,3743,50432,1,45.0696792602539,7.70491981506348,6200
446,pop,51,1886,119000,1,40.8588981628418,14.3571901321411,7490
447,lounge,51,425,16562,1,45.5125694274902,10.3290100097656,10950
448,lounge,51,790,38974,1,43.7823715209961,11.2549896240234,9450
449,lounge,51,3562,82000,1,45.5005493164063,9.32660007476807,5900
450,lounge,51,2313,56600,3,45.1316719055176,8.44917011260986,7950
451,lounge,51,701,22794,3,41.1078796386719,14.2088098526001,9600
452,lounge,51,578,32057,1,39.2145385742187,9.11048984527588,9600
453,lounge,51,790,18156,1,40.6734809875488,14.7712497711182,10500
454,pop,51,4018,95156,1,45.0007019042969,7.68227005004883,5900
455,lounge,51,4018,113000,1,40.9191703796387,14.1533203125,4400
456,lounge,51,731,29830,1,45.5712203979492,9.15913963317871,9980
457,lounge,51,456,14800,1,44.0631294250488,12.4470100402832,10900
458,lounge,51,701,17000,1,45.6068916320801,9.30661964416504,9900
459,lounge,51,2101,82000,1,45.1424102783203,10.0152101516724,6700
460,lounge,51,397,15628,1,45.5125694274902,10.3290100097656,10850
461,lounge,51,790,39865,1,43.7823715209961,11.2549896240234,9450
462,pop,51,2313,106500,1,45.5032997131348,11.4178400039673,6800
463,lounge,51,762,15800,1,45.6425018310547,12.1636199951172,9800
464,sport,51,3957,38000,1,45.5840911865234,9.27095985412598,5490
465,lounge,51,762,12161,1,37.5185813903809,15.0071096420288,10800
466,pop,51,2282,69159,1,41.9032211303711,12.4956502914429,9200
467,pop,51,2070,57000,1,45.467960357666,9.1817798614502,7900
468,lounge,51,731,36303,1,45.5712203979492,9.15913963317871,9980
469,lounge,51,456,11700,1,44.0631294250488,12.4470100402832,10900
470,lounge,51,578,21500,1,43.9658508300781,12.6020803451538,9500
471,lounge,51,731,25900,1,45.0696792602539,7.70491981506348,8850
472,lounge,51,425,17375,1,45.5125694274902,10.3290100097656,10950
473,lounge,51,790,46620,1,43.7823715209961,11.2549896240234,9450
474,lounge,51,4200,97000,1,45.4094390869141,11.8717098236084,4700
475,pop,51,1005,60879,1,45.5840911865234,9.27095985412598,8350
476,pop,51,640,30000,1,45.0696792602539,7.70491981506348,8900
477,lounge,51,425,18276,1,38.3180694580078,16.3948993682861,11000
478,lounge,51,3500,38431,1,41.9032211303711,12.4956502914429,7500
479,lounge,51,3074,103000,1,45.467960357666,9.1817798614502,6900
480,pop,51,1827,47000,2,40.4010696411133,15.592869758606,6990
481,lounge,51,456,17000,2,44.0631294250488,12.4470100402832,10900
482,pop,51,3197,120000,2,40.1747016906738,18.1676292419434,7900
483,sport,51,3835,129892,2,45.0696792602539,7.70491981506348,4490
484,lounge,51,397,18877,2,45.5125694274902,10.3290100097656,10850
485,lounge,51,790,41572,2,43.7823715209961,11.2549896240234,9450
486,pop,51,882,24626,1,45.5444412231445,10.329719543457,8990
487,lounge,51,1492,50400,1,43.0675315856934,12.551549911499,9500
488,lounge,51,425,20636,1,45.3577690124512,9.61221027374268,10650
489,lounge,51,3258,100000,2,40.8213996887207,14.1223802566528,6490
490,lounge,51,2101,18205,2,41.9032211303711,12.4956502914429,9700
491,pop,51,1797,39000,1,40.6095314025879,14.9809303283691,7999
492,pop,51,670,9000,1,44.9887390136719,9.01049995422363,11090
493,lounge,51,456,29850,1,44.0631294250488,12.4470100402832,10900
494,lounge,51,4049,104300,1,44.9072418212891,8.61155986785889,6800
495,lounge,51,456,13375,1,41.9032211303711,12.4956502914429,10800
496,lounge,51,397,15003,1,45.5125694274902,10.3290100097656,10850
497,pop,51,790,38718,1,43.7823715209961,11.2549896240234,10450
498,lounge,51,397,17488,1,40.9675712585449,14.2079496383667,10200
499,lounge,51,425,24281,1,45.4381103515625,12.3181495666504,10800
500,lounge,51,701,25076,1,45.5125694274902,10.3290100097656,10450
501,lounge,51,2527,25191,1,41.9032211303711,12.4956502914429,8800
502,lounge,51,1155,38197,1,41.9032211303711,12.4956502914429,8899
503,pop,51,1461,87066,1,44.5088386535645,11.4690799713135,7450
504,lounge,51,456,21200,1,44.0631294250488,12.4470100402832,10900
505,lounge,51,3378,25800,1,41.4627304077149,12.9052801132202,7400
506,lounge,51,456,11186,1,41.9032211303711,12.4956502914429,10800
507,lounge,51,701,45550,1,41.7700805664063,12.2271099090576,9590
508,lounge,51,670,21971,1,43.7823715209961,11.2549896240234,9450
509,lounge,51,790,42000,1,45.0696792602539,7.70491981506348,8900
510,lounge,51,762,20000,1,45.2154083251953,7.63366985321045,9800
511,lounge,51,487,56779,1,45.4094390869141,11.8717098236084,10500
512,pop,51,3500,80320,1,41.9032211303711,12.4956502914429,7000
513,lounge,51,3013,143000,1,45.7332611083984,8.45316982269287,6500
514,lounge,51,762,19600,1,45.538688659668,9.92831039428711,9800
515,pop,51,366,15626,1,45.022388458252,7.58601999282837,8990
516,pop,51,2251,90000,2,45.7836685180664,8.96724033355713,6400
517,lounge,51,456,11569,1,41.9032211303711,12.4956502914429,10800
518,pop,51,731,19675,1,45.3543891906738,11.8692598342896,9000
519,lounge,51,1705,65000,1,45.4635009765625,9.91314029693604,6900
520,pop,51,1858,33000,1,45.6169586181641,9.42228031158447,9800
521,lounge,51,1492,64600,1,45.4922294616699,12.1016798019409,8300
522,lounge,51,701,27000,1,45.6068916320801,9.30661964416504,9700
523,lounge,51,425,18443,1,43.234001159668,12.7821502685547,10800
524,lounge,51,425,3600,1,40.6955604553223,14.4808502197266,9490
525,lounge,51,3562,80646,1,41.9032211303711,12.4956502914429,6800
526,lounge,51,2616,45000,1,45.5372505187988,9.37104988098145,7950
527,lounge,51,2616,56400,1,45.7832489013672,12.4881200790405,6900
528,lounge,51,425,13111,1,45.022388458252,7.58601999282837,9990
529,sport,51,517,43000,1,45.5365905761719,10.2320404052734,10800
530,lounge,51,2892,104000,1,45.7005996704102,9.08876991271973,6800
531,lounge,51,762,20000,1,43.9579315185547,11.3861904144287,9400
532,lounge,51,670,19956,1,45.4381103515625,12.3181495666504,9800
533,pop,51,1127,80858,1,41.1078796386719,14.2088098526001,7900
534,lounge,51,2192,105000,1,45.5204696655273,10.8868103027344,8500
535,pop,51,2922,31350,1,43.7845115661621,10.9246597290039,6500
536,sport,51,609,35000,1,45.6501617431641,9.20518970489502,10500
537,lounge,51,943,25006,1,45.6005401611328,7.79645013809204,10900
538,lounge,62,3013,101417,1,41.9032211303711,12.4956502914429,7900
539,lounge,51,4535,124000,1,45.0696792602539,7.70491981506348,4450
540,lounge,51,1096,63500,1,46.7920188903809,11.9803199768066,9900
541,lounge,51,2131,44659,1,38.1220703125,13.361120223999,8900
542,pop,51,4353,104000,1,45.6333084106445,9.58734035491943,4300
543,lounge,51,1431,68000,1,45.4209213256836,8.94064998626709,8800
544,pop,51,1278,27970,1,45.3170585632324,8.85869979858398,9400
545,lounge,51,3166,72185,1,45.7639694213867,9.1069803237915,6500
546,lounge,51,790,24000,1,45.4381103515625,12.3181495666504,9800
547,lounge,51,366,15951,1,45.0696792602539,7.70491981506348,9900
548,lounge,51,1797,44000,1,45.5267295837402,10.8377895355225,10900
549,lounge,51,3865,72000,1,45.6734008789063,9.92689037322998,7800
550,lounge,51,3712,149000,1,45.656379699707,9.50508975982666,5490
551,lounge,51,3319,51034,1,41.9032211303711,12.4956502914429,8300
552,lounge,51,790,16000,1,40.8547096252441,14.3792104721069,10500
553,lounge,74,4658,135000,1,40.8358116149902,14.5044097900391,4490
554,lounge,51,578,12982,1,45.467960357666,9.1817798614502,10800
555,lounge,51,852,38020,1,45.467960357666,9.1817798614502,9490
556,pop,51,366,19000,1,45.495418548584,12.1564903259277,10490
557,sport,51,1886,107500,1,45.5337181091309,9.23104953765869,8500
558,lounge,51,790,19133,1,45.746021270752,9.04996967315674,9850
559,lounge,51,731,19371,1,45.4381103515625,12.3181495666504,9800
560,pop,51,913,20000,1,40.9285011291504,14.2036695480347,8499
561,lounge,62,2251,67000,1,45.467960357666,9.1817798614502,7400
562,lounge,51,790,31657,1,41.9032211303711,12.4956502914429,10200
563,lounge,51,1155,55000,1,40.6583213806152,17.707160949707,8400
564,lounge,51,3623,109000,1,45.656379699707,9.50508975982666,5990
565,lounge,51,2374,86500,1,44.3882217407227,7.54832983016968,9300
566,lounge,51,762,17800,1,40.8547096252441,14.3792104721069,10500
567,lounge,51,4443,77918,1,45.0696792602539,7.70491981506348,5500
568,lounge,51,3623,87166,1,44.3999710083008,8.27449989318848,5600
569,pop,51,670,17000,1,45.364128112793,11.9360198974609,10499
570,pop,51,366,19000,1,45.495418548584,12.1564903259277,8990
571,pop,51,1066,65000,1,45.5525894165039,10.7720098495483,8300
572,lounge,51,2223,58000,1,40.8872184753418,14.7139196395874,6500
573,pop,51,366,11236,1,45.4381103515625,12.3181495666504,9800
574,pop,51,2343,97000,1,40.9285011291504,14.2036695480347,5999
575,lounge,51,640,39038,1,41.9963493347168,12.7234401702881,9800
576,lounge,51,366,19112,1,41.9032211303711,12.4956502914429,10900
577,lounge,51,2192,78000,1,45.5985984802246,9.16403961181641,7990
578,pop,51,1127,36495,1,41.9032211303711,12.4956502914429,9480
579,pop,51,2861,80000,1,40.8547096252441,14.3792104721069,7500
580,lounge,51,2678,122000,1,41.1142616271973,16.485710144043,5850
581,sport,51,3258,120000,1,46.0312004089356,9.2083101272583,5300
582,lounge,51,456,23000,1,40.8401412963867,14.2522602081299,9499
583,lounge,51,1066,59961,1,41.8029899597168,12.5989303588867,7480
584,pop,51,2374,73000,1,45.4381103515625,12.3181495666504,8900
585,lounge,51,397,11997,1,43.7823715209961,11.2549896240234,9999
586,lounge,51,640,40438,1,41.9963493347168,12.7234401702881,9800
587,lounge,51,2982,36000,1,44.9072418212891,8.61155986785889,7500
588,lounge,74,4658,118000,1,37.7254600524902,15.1842803955078,5500
589,lounge,73,4566,120300,1,40.500301361084,17.3824996948242,4900
590,sport,51,3258,98660,1,40.7482414245605,14.5283498764038,6290
591,lounge,51,731,33665,1,41.9032211303711,12.4956502914429,9980
592,pop,51,1186,19000,1,41.1142616271973,16.485710144043,8450
593,lounge,51,1858,55476,1,43.8798599243164,10.7828102111816,8990
594,lounge,51,425,13900,1,41.9032211303711,12.4956502914429,9970
595,lounge,51,1066,59961,1,41.9032211303711,12.4956502914429,7480
596,pop,51,2678,75000,1,45.4381103515625,12.3181495666504,6800
597,pop,51,3347,85500,1,43.7823715209961,11.2549896240234,5699
598,lounge,51,2739,85366,1,45.6952285766602,9.66950988769531,7400
599,sport,73,4658,119000,1,44.8383903503418,11.6194400787354,4299
600,pop,51,4322,120000,1,40.7348403930664,14.5734195709229,4399
601,lounge,51,3927,117000,1,37.7254600524902,15.1842803955078,5500
602,lounge,51,790,15716,1,45.1332588195801,7.63273000717163,10790
603,pop,51,2039,57039,1,40.7482414245605,14.5283498764038,7590
604,lounge,51,731,36303,1,41.9032211303711,12.4956502914429,9980
605,lounge,51,670,29181,1,44.283878326416,11.8881397247314,9790
606,lounge,51,1492,46600,1,45.7165908813477,9.70808029174805,10600
607,lounge,51,731,19800,1,40.8076095581055,14.5025100708008,9899
608,lounge,51,425,17900,1,41.9032211303711,12.4956502914429,9970
609,lounge,51,3227,70751,1,41.9032211303711,12.4956502914429,5900
610,lounge,51,397,20450,1,45.4381103515625,12.3181495666504,10800
611,pop,51,517,11000,1,40.9231414794922,14.3100996017456,10500
612,pop,51,2313,75000,1,45.6281318664551,9.04545974731445,7400
613,pop,51,1431,38800,1,44.9072418212891,8.61155986785889,7800
614,lounge,51,1917,54250,1,41.6302909851074,15.9232902526855,6900
615,pop,51,701,41000,1,44.7526092529297,8.15528011322022,9500
616,lounge,51,670,28000,1,45.0565986633301,9.70176029205322,10200
617,lounge,51,548,14181,1,40.7482414245605,14.5283498764038,9840
618,lounge,51,701,14000,1,44.9887390136719,9.01049995422363,9790
619,lounge,51,821,33224,1,45.5985984802246,9.16403961181641,9890
620,pop,77,2435,28000,1,45.9549713134766,12.8429203033447,7999
621,lounge,51,731,15150,1,45.656379699707,9.50508975982666,10300
622,lounge,51,2527,113396,1,45.6324310302734,8.88885021209717,6800
623,lounge,51,3227,46000,1,41.9963493347168,12.7234401702881,6300
624,lounge,51,3592,104000,1,45.0565986633301,9.70176029205322,6500
625,lounge,51,4414,109381,1,43.8170204162598,10.6828498840332,5800
626,lounge,51,3347,148000,1,41.9032211303711,12.4956502914429,5400
627,lounge,62,3074,61000,1,45.5181503295898,10.3506698608398,8450
628,pop,51,2343,39900,1,45.5125694274902,10.3290100097656,7900
629,lounge,51,762,17000,1,45.0565986633301,9.70176029205322,9900
630,lounge,62,3347,70340,1,40.7482414245605,14.5283498764038,6990
631,pop,62,790,44000,1,41.7700805664063,12.2271099090576,8800
632,lounge,51,609,21000,1,44.7154083251953,11.3083000183105,10900
633,lounge,51,821,25922,1,45.5985984802246,9.16403961181641,9890
634,pop,51,821,6700,1,42.453369140625,14.1403799057007,8900
635,lounge,51,701,20968,1,39.2145385742187,9.11048984527588,10500
636,lounge,51,3013,80000,1,41.9032211303711,12.4956502914429,6500
637,sport,51,4353,119000,1,45.0472412109375,9.12880992889404,5200
638,pop,51,2374,54198,1,45.3120002746582,9.49701023101807,7800
639,lounge,51,397,21276,1,45.3577690124512,9.61221027374268,10850
640,lounge,51,4535,41500,1,45.0696792602539,7.70491981506348,4790
641,pop,51,4322,76000,1,45.8516616821289,9.39186954498291,5500
642,pop,62,1492,79000,1,43.8989486694336,11.0020599365234,8000
643,lounge,62,2982,126003,1,45.0696792602539,7.70491981506348,5950
644,lounge,51,1492,22404,1,40.7482414245605,14.5283498764038,8990
645,lounge,51,852,53742,1,44.283878326416,11.8881397247314,9290
646,lounge,51,609,21000,1,44.7154083251953,11.3083000183105,10900
647,lounge,51,821,33725,1,45.5985984802246,9.16403961181641,9890
648,pop,51,670,22000,1,45.0565986633301,9.70176029205322,10490
649,lounge,51,1521,28760,1,45.6911582946777,9.47807025909424,10300
650,pop,51,4322,135000,1,41.9032211303711,12.4956502914429,4800
651,sport,51,3684,137344,1,38.1127395629883,15.6517496109009,5500
652,lounge,51,425,21248,1,41.9032211303711,12.4956502914429,10500
653,lounge,51,366,20451,1,45.3577690124512,9.61221027374268,10850
654,lounge,51,1096,28400,1,44.138370513916,12.2388200759888,9900
655,lounge,51,3227,95554,1,45.0696792602539,7.70491981506348,5900
656,sport,73,4292,166716,1,43.5529098510742,10.3199796676636,4790
657,lounge,51,762,39000,1,45.0565986633301,9.70176029205322,10200
658,pop,51,4139,35151,1,40.8401412963867,14.2522602081299,6699
659,lounge,51,670,37020,1,41.1078796386719,14.2088098526001,10900
660,lounge,51,609,21000,1,44.7154083251953,11.3083000183105,10900
661,lounge,51,821,30112,1,45.5985984802246,9.16403961181641,9890
662,pop,51,731,25000,1,45.0565986633301,9.70176029205322,10490
663,lounge,51,1492,23016,1,45.1316719055176,8.44917011260986,10000
664,lounge,51,882,56779,1,41.9032211303711,12.4956502914429,10000
665,lounge,51,2101,29897,1,40.9264907836914,14.4764204025269,8200
666,lounge,51,425,15784,1,41.9032211303711,12.4956502914429,10800
667,lounge,51,366,14366,1,45.3577690124512,9.61221027374268,10850
668,pop,51,2769,72784,1,40.7972717285156,14.5436096191406,9890
669,lounge,51,2647,50000,1,43.7823715209961,11.2549896240234,6900
670,lounge,51,913,29000,1,45.7785911560059,8.94624996185303,8500
671,sport,73,4414,104269,2,40.4010696411133,15.592869758606,4999
672,lounge,62,2892,99518,2,45.467960357666,9.1817798614502,7990
673,lounge,51,2861,23500,2,45.4094390869141,11.8717098236084,8200
674,lounge,51,762,21000,1,44.7154083251953,11.3083000183105,10900
675,pop,51,670,17000,1,45.6425018310547,12.1636199951172,10499
676,lounge,51,487,17800,1,45.3515281677246,10.844090461731,11100
677,lounge,51,762,18609,1,41.5722389221191,13.3336896896362,10250
678,pop,51,701,39700,1,41.9032211303711,12.4956502914429,8800
679,pop,51,3653,85000,1,45.6069717407227,9.62922954559326,4990
680,lounge,51,425,15350,1,41.9032211303711,12.4956502914429,10800
681,lounge,51,397,19296,1,45.3577690124512,9.61221027374268,10950
682,lounge,51,762,28200,1,45.3340797424316,11.3768701553345,10250
683,lounge,51,3684,132000,1,44.5463714599609,7.54008007049561,5900
684,pop,51,578,17000,1,41.7690505981445,12.6628103256226,10500
685,pop,51,943,35481,1,45.5840911865234,9.27095985412598,8650
686,lounge,51,762,20900,1,44.9044303894043,8.1999397277832,10550
687,lounge,51,3774,149000,1,45.9549713134766,12.8429203033447,5499
688,lounge,51,731,19244,1,45.5961494445801,8.91580963134766,10200
689,pop,51,670,17000,1,45.4381103515625,12.3181495666504,10499
690,pop,51,701,25800,1,41.9032211303711,12.4956502914429,8900
691,lounge,51,670,19746,1,41.5722389221191,13.3336896896362,10950
692,lounge,51,456,12872,1,41.9032211303711,12.4956502914429,10800
693,pop,51,1797,23400,1,45.6629295349121,11.6024303436279,7800
694,lounge,51,425,15817,1,41.9032211303711,12.4956502914429,10800
695,lounge,51,397,18575,1,45.3577690124512,9.61221027374268,10950
696,lounge,51,3197,51083,1,45.5712203979492,9.15913963317871,5880
697,lounge,51,2162,56900,1,45.8860702514648,13.2911701202393,7200
698,lounge,74,4566,78000,1,45.467960357666,9.1817798614502,5800
699,pop,51,3988,103000,1,45.5326614379883,9.03892040252686,5700
700,pop,51,2313,106905,1,45.320011138916,10.5785903930664,6990
701,pop,51,3592,149000,1,45.4442405700684,8.98731994628906,4299
702,lounge,51,701,27100,1,41.9032211303711,12.4956502914429,10300
703,lounge,51,425,21459,1,41.5722389221191,13.3336896896362,10950
704,lounge,51,456,10320,1,41.9032211303711,12.4956502914429,10800
705,lounge,51,2070,85134,1,45.0696792602539,7.70491981506348,6900
706,lounge,51,397,16087,1,41.9032211303711,12.4956502914429,10800
707,lounge,51,397,18740,1,45.3577690124512,9.61221027374268,10950
708,lounge,51,3197,51083,1,45.5712203979492,9.15913963317871,5880
709,pop,51,790,25000,1,42.4639091491699,14.2135400772095,9900
710,lounge,51,3439,124000,1,45.656379699707,9.50508975982666,5990
711,lounge,51,2496,83000,1,41.1142616271973,16.485710144043,6900
712,lounge,51,3684,97000,1,45.9549713134766,12.8429203033447,6500
713,lounge,51,762,22020,1,46.0700492858887,11.1192598342896,9900
714,lounge,51,456,17253,1,45.7766914367676,9.06525039672852,9890
715,pop,51,2039,82990,1,45.467960357666,9.1817798614502,7990
716,pop,51,366,16380,1,40.9264907836914,14.4764204025269,9950
717,lounge,51,762,17484,1,45.5200386047363,9.75716018676758,9900
718,lounge,51,1644,120000,1,45.2185401916504,12.2783899307251,6499
719,lounge,51,2404,100000,1,45.7328491210938,11.7898902893066,6700
720,lounge,51,425,14403,1,41.9032211303711,12.4956502914429,10800
721,lounge,51,425,23638,1,45.3577690124512,9.61221027374268,10650
722,lounge,51,790,28070,1,41.9032211303711,12.4956502914429,8650
723,lounge,51,1339,39000,1,45.6095314025879,10.2085695266724,10450
724,pop,51,4139,98405,1,40.9191703796387,14.1533203125,4490
725,pop,51,913,7500,1,39.2145385742187,9.11048984527588,10500
726,lounge,51,3500,95000,1,45.985279083252,13.1966438293457,6999
727,lounge,51,456,21000,1,45.746021270752,9.04996967315674,10900
728,lounge,51,762,22760,1,40.8213996887207,14.1223802566528,9790
729,lounge,51,2527,136626,1,41.6409187316895,13.3505001068115,7000
730,lounge,51,609,8377,1,45.6186981201172,8.94746017456055,10870
731,lounge,51,762,12337,1,43.7823715209961,11.2549896240234,10700
732,pop,51,1035,64000,1,46.4546585083008,11.2626600265503,8250
733,lounge,74,4596,121000,1,43.0675315856934,12.551549911499,5500
734,lounge,74,425,18822,1,41.9032211303711,12.4956502914429,10500
735,pop,51,974,12500,1,39.2145385742187,9.11048984527588,10500
736,sport,51,3684,124490,2,45.5326614379883,9.03892040252686,4790
737,lounge,51,1096,57000,2,45.467960357666,9.1817798614502,7900
738,lounge,51,4322,83000,2,41.2046012878418,16.5996398925781,5600
739,lounge,51,2223,117000,2,39.2145385742187,9.11048984527588,7900
740,pop,51,1005,15000,2,41.9032211303711,12.4956502914429,11000
741,lounge,51,640,23951,2,44.283878326416,11.8881397247314,9790
742,pop,51,1066,46000,2,45.0069007873535,7.54172992706299,8450
743,lounge,51,821,17185,1,38.1220703125,13.361120223999,10500
744,lounge,51,701,20216,1,44.3882217407227,7.54832983016968,10500
745,pop,51,1858,33000,1,45.6086883544922,9.26980972290039,9800
746,lounge,51,425,11416,1,41.9032211303711,12.4956502914429,11000
747,lounge,51,3074,116000,1,45.4790802001953,8.81945991516113,5800
748,lounge,51,2251,117000,1,40.8358116149902,14.5044097900391,6500
749,pop,51,4474,56779,1,45.0710792541504,7.46402978897095,4490
750,pop,51,790,40000,1,40.7402992248535,14.6665496826172,8700
751,sport,62,3439,86000,1,39.2145385742187,9.11048984527588,7500
752,pop,73,3592,65000,1,40.9285011291504,14.2036695480347,6500
753,pop,51,4077,125000,1,43.7580795288086,11.1846599578857,4900
754,lounge,51,456,17253,1,45.4361000061035,8.8878698348999,9890
755,sport,51,790,30000,1,45.0696792602539,7.70491981506348,10690
756,lounge,51,2922,60600,1,44.5048217773438,11.3451795578003,9500
757,lounge,51,425,17770,1,41.4081382751465,13.7659397125244,10790
758,lounge,51,4018,102841,1,38.2229385375977,15.3800897598267,6000
759,pop,51,487,12811,1,45.7789993286133,12.9970903396606,9900
760,lounge,51,425,7778,1,41.9032211303711,12.4956502914429,11000
761,lounge,51,3774,119000,1,45.4790802001953,8.81945991516113,4800
762,lounge,51,3592,111000,1,44.4103889465332,8.93898010253906,5499
763,pop,51,1066,29176,1,40.7348403930664,14.5734195709229,7950
764,lounge,62,3227,79000,1,40.966178894043,17.1164798736572,8500
765,lounge,51,3957,117000,1,39.2145385742187,9.11048984527588,8500
766,pop,51,2616,99999,1,45.684211730957,12.3755798339844,7500
767,pop,51,3197,98000,1,45.4381103515625,12.3181495666504,5900
768,lounge,51,762,25100,1,44.0937385559082,12.3960199356079,10900
769,lounge,51,2588,52000,1,44.5520286560059,7.72581005096436,7450
770,lounge,51,670,33000,1,41.9032211303711,12.4956502914429,10470
771,pop,51,366,21000,1,45.5840911865234,9.27095985412598,9900
772,lounge,51,640,37428,1,41.1078796386719,14.2088098526001,9400
773,pop,51,3957,95200,1,43.7823715209961,11.2549896240234,5300
774,lounge,51,2953,121000,1,41.8230895996094,12.802209854126,7495
775,lounge,51,4169,100000,1,40.8604583740234,14.5277996063232,4300
776,sport,51,2588,51000,1,45.5365905761719,10.2320404052734,7900
777,lounge,51,762,17000,1,44.5520286560059,7.72581005096436,9850
778,pop,51,1400,25315,1,45.0696792602539,7.70491981506348,8200
779,lounge,62,3074,129000,1,45.0701484680176,11.7895498275757,5799
780,pop,51,1370,91743,1,44.5088386535645,11.4690799713135,7450
781,lounge,51,4414,140000,1,44.0937385559082,12.3960199356079,5500
782,lounge,51,670,40000,1,41.9032211303711,12.4956502914429,9970
783,lounge,51,425,19201,1,40.6372299194336,15.7992897033691,10800
784,pop,51,1766,45000,1,45.4383010864258,10.9917001724243,8000
785,lounge,51,670,32717,1,41.1078796386719,14.2088098526001,9400
786,lounge,51,397,14994,1,45.3577690124512,9.61221027374268,10950
787,lounge,51,2192,86500,1,45.5637397766113,9.97453022003174,6800
788,sport,51,3227,66000,1,41.0722198486328,14.0228500366211,5800
789,lounge,51,762,60000,2,45.320011138916,10.5785903930664,9400
790,lounge,51,821,19000,2,44.5520286560059,7.72581005096436,10050
791,lounge,51,2251,62061,2,45.0696792602539,7.70491981506348,7400
792,lounge,51,456,19834,1,41.9032211303711,12.4956502914429,9100
793,pop,51,4383,30000,1,45.5581207275391,9.21360969543457,6900
794,lounge,51,1858,64000,1,43.7823715209961,11.2549896240234,7700
795,lounge,51,670,33000,1,41.9032211303711,12.4956502914429,10470
796,lounge,51,790,33232,1,42.9489784240723,13.8777599334717,9900
797,lounge,51,701,20300,1,45.6882591247559,8.73145008087158,10700
798,lounge,51,701,32633,1,41.1078796386719,14.2088098526001,8900
799,lounge,51,3258,49204,1,43.7845115661621,10.9246597290039,6900
800,lounge,51,2831,26000,1,44.6955909729004,10.6412496566772,7450
801,lounge,51,2192,86500,1,45.4913482666016,10.2174396514893,6800
802,lounge,51,731,23000,1,44.138370513916,12.2388200759888,9950
803,sport,51,3500,60000,2,45.320011138916,10.5785903930664,6900
804,lounge,51,762,16000,2,44.5520286560059,7.72581005096436,9850
805,pop,51,366,10295,1,41.9032211303711,12.4956502914429,10100
806,lounge,51,456,13238,1,41.9032211303711,12.4956502914429,9100
807,lounge,51,701,28975,1,45.3543891906738,11.8692598342896,9700
808,lounge,51,701,19000,1,40.6723785400391,14.7282199859619,9999
809,pop,51,731,42990,1,44.5088386535645,11.4690799713135,9300
810,lounge,51,425,20066,1,45.7207183837891,7.32143020629883,10950
811,lounge,51,790,18840,1,41.9032211303711,12.4956502914429,8900
812,lounge,51,640,38722,1,41.1078796386719,14.2088098526001,8900
813,sport,62,3044,98000,1,45.7061004638672,11.8073701858521,6000
814,lounge,51,3623,99000,1,44.2943000793457,9.67444038391113,5800
815,pop,51,2009,73000,1,41.7211799621582,12.673680305481,8700
816,lounge,51,3378,130000,1,45.7434997558594,11.6535596847534,6100
817,lounge,51,852,37657,1,43.2068786621094,13.2846403121948,10400
818,pop,51,4566,86000,1,45.0696792602539,7.70491981506348,5450
819,lounge,51,2527,58247,1,45.0696792602539,7.70491981506348,8500
